0.01 0.01 1.9876184032e-14 0.0742094502389 0.249364490154 0.527552904445 0.914476593486 1.41185862706 2.01362353557 
0.02 0.01 1.68452578275e-14 0.0749659006708 0.251918968903 0.533042415133 0.924056534768 1.4265277423 2.03490372484 
0.02 0.02 1.8677333985e-14 0.14985150229 0.502795348811 1.05946578869 1.82308914043 2.79414309123 3.97713142476 
0.02 0.03 2.95630707414e-15 0.224710228726 0.753887757904 1.58757695565 2.72633122567 4.17910127794 5.95217150042 
0.03 0.01 -1.84509785922e-14 0.0757327374872 0.254521198582 0.537575262576 0.92869363535 1.43643810219 2.05546942002 
0.03 0.02 1.70663483345e-14 0.151393410395 0.507947985057 1.06982455771 1.8401441492 2.82151533934 4.01309256118 
0.03 0.03 -1.2368934002e-14 0.227022606104 0.761639957502 1.60363081517 2.75362038647 4.22210186007 6.00980148099 
0.03 0.04 3.85729642671e-15 0.302612664884 1.01505791666 2.13717824593 3.67151688457 5.6191190667 7.98694936015 
0.03 0.05 -9.76974577627e-15 0.378129545378 1.26836799008 2.66924916063 4.58615725305 7.01830319875 9.97514823422 
0.04 0.01 1.34194738655e-15 0.0765210587657 0.257173701048 0.543240753201 0.938527145665 1.45165695854 2.07786563857 
0.04 0.02 -2.42487974145e-14 0.152961498993 0.513154621712 1.08066434347 1.85863590943 2.84908155049 4.05061779573 
0.04 0.03 -6.56485282802e-15 0.229376271158 0.769437347299 1.61972861013 2.78095707701 4.26181722686 6.06558022116 
0.04 0.04 2.16840434497e-16 0.305752802548 1.02556190958 2.15917679284 3.70859454091 5.67489639052 8.06494025579 
0.04 0.05 2.03494339435e-14 0.38205860479 1.28138079866 2.69657464728 4.6312578216 7.08786889201 10.0671530005 
0.04 0.06 1.7910985195e-14 0.458280403061 1.53690635809 3.23384973244 5.55380228556 8.49923596301 12.0712218727 
0.04 0.07 -1.00541536902e-14 0.534397774124 1.79207997805 3.77059434437 6.47171815312 9.90670045709 14.0658195523 
0.05 0.01 -1.19897234502e-14 0.0773243172315 0.259869691457 0.548942308703 0.948155903181 1.46664557034 2.09883041997 
0.05 0.02 -1.9352800612e-14 0.154568301634 0.518504773632 1.09177293093 1.87740414155 2.87721775527 4.09079672436 
0.05 0.03 4.15558212841e-15 0.23177835187 0.777461761663 1.63627441871 2.80883190451 4.30110549231 6.11289469623 
0.05 0.04 4.18047541029e-15 0.308948002117 1.03615504848 2.18088714539 3.74430128715 5.72805353 8.13706369809 
0.05 0.05 2.0195000186e-14 0.3860470373 1.29459099387 2.72370523109 4.67711333238 7.15330979768 10.1575119882 
0.05 0.06 6.07123726293e-15 0.46305660131 1.55268308309 3.26629059436 5.60600816568 8.56990364304 12.1584113759 
